Lambda \ best model info,data,0.00001,0.0001,0.001,0.01,0.1,1,100,1000
a=0.001,train (1)*,0.9953703703703703,0.9913194444444444,0.9959490740740741,0.9971064814814815,0.9855324074074074,0.9166666666666666,0.3923611111111111,0.3333333333333333
a=0.001,test (1)*,0.7855902777777778,0.7934027777777778,0.7925347222222222,0.765625,0.8090277777777778,0.8003472222222222,0.3923611111111111,0.3333333333333333
a=0.001,train (3)***,1.0,1.0,1.0,1.0,1.0,1.0,0.3414351851851852,0.33564814814814814
a=0.001,test (3)***,0.8029513888888888,0.7821180555555556,0.7708333333333334,0.78125,0.7960069444444444,0.8064236111111112,0.3211805555555556,0.3298611111111111
a=0.001,train (4)****,1.0,1.0,1.0,1.0,1.0,1.0,0.3420138888888889,0.3287037037037037
a=0.001,test (4)****,0.7934027777777778,0.7760416666666666,0.765625,0.7821180555555556,0.7890625,0.8003472222222222,0.3203125,0.3402777777777778
a=0.01,train (1)*,1.0,1.0,1.0,1.0,1.0,0.9762731481481481,0.4537037037037037,0.3431712962962963
a=0.01,test (1)*,0.8185763888888888,0.7907986111111112,0.828125,0.7942708333333334,0.8012152777777778,0.7994791666666666,0.4131944444444444,0.3185763888888889
a=0.01,train (3)***,1.0,1.0,1.0,1.0,1.0,1.0,0.33912037037037035,0.33912037037037035
a=0.01,test (3)***,0.7977430555555556,0.7717013888888888,0.7829861111111112,0.7916666666666666,0.7760416666666666,0.7873263888888888,0.3246527777777778,0.3246527777777778
a=0.01,train (4)****,1.0,1.0,1.0,1.0,1.0,0.9994212962962963,0.3420138888888889,0.3443287037037037
a=0.01,test (4)****,0.7864583333333334,0.7717013888888888,0.7986111111111112,0.7864583333333334,0.8064236111111112,0.8116319444444444,0.3203125,0.3168402777777778
a=0.1,train (1)*,1.0,1.0,1.0,1.0,1.0,0.9791666666666666,0.41377314814814814,0.3368055555555556
a=0.1,test (1)*,0.7864583333333334,0.7916666666666666,0.7942708333333334,0.7829861111111112,0.8133680555555556,0.8003472222222222,0.4079861111111111,0.328125
a=0.1,train (3)***,1.0,1.0,1.0,1.0,0.9241898148148148,0.9791666666666666,0.3368055555555556,0.33796296296296297
a=0.1,test (3)***,0.8168402777777778,0.8055555555555556,0.8194444444444444,0.8081597222222222,0.7690972222222222,0.7864583333333334,0.328125,0.3263888888888889
a=0.1,train (4)****,1.0,1.0,1.0,1.0,0.9826388888888888,0.9571759259259259,0.3350694444444444,0.3443287037037037
a=0.1,test (4)****,0.8029513888888888,0.7925347222222222,0.8003472222222222,0.8090277777777778,0.8133680555555556,0.7864583333333334,0.3307291666666667,0.3168402777777778
a=1.0,train (1)*,1.0,1.0,1.0,1.0,0.9074074074074074,0.4982638888888889,0.3246527777777778,0.27488425925925924
a=1.0,test (1)*,0.6579861111111112,0.6571180555555556,0.6675347222222222,0.7508680555555556,0.6814236111111112,0.4592013888888889,0.3463541666666667,0.2925347222222222
a=1.0,train (3)***,0.40335648148148145,0.3732638888888889,0.47337962962962965,0.28587962962962965,0.31828703703703703,0.36747685185185186,0.3269675925925926,0.2679398148148148
a=1.0,test (3)***,0.3967013888888889,0.3307291666666667,0.4609375,0.2673611111111111,0.2977430555555556,0.3723958333333333,0.3428819444444444,0.2673611111111111
a=1.0,train (4)****,0.4832175925925926,0.5549768518518519,0.36342592592592593,0.5260416666666666,0.3229166666666667,0.3929398148148148,0.3368055555555556,0.28761574074074076
a=1.0,test (4)****,0.4227430555555556,0.4583333333333333,0.3454861111111111,0.484375,0.3298611111111111,0.3932291666666667,0.328125,0.2829861111111111
